"","titulo","medio","url","nombre","categoria","rol_respecto_ia","orientacion_tecnologica","analisis"
"11","Ángel Valencia admite encuentro en casa de Chadwick, pero asegura que fue actividad académica","bbcl","https://www.biobiochile.cl/noticias/nacional/chile/2022/12/21/angel-valencia-admite-encuentro-en-casa-de-chadwick-pero-asegura-que-fue-actividad-academica.shtml","Universidad San Sebastián","Academia / Expertos","Institución académica que organiza el evento donde se imparte la cátedra de IA.","neutralidad","La noticia utiliza la mención de 'Inteligencia Artificial' como un elemento secundario dentro de una narrativa centrada en la política y la ética de los nombramientos públicos. La IA se presenta como una cátedra impartida por uno de los candidatos al cargo de fiscal nacional, sirviendo de pretexto para justificar su asistencia a un evento social. El discurso oscila entre la neutralidad respecto a la IA y la tecnofobia implícita en las acusaciones, que buscan deslegitimar el encuentro por sus posibles conexiones políticas. Los marcos interpretativos giran en torno a la transparencia, la influencia política y la integridad en el ejercicio de funciones públicas, relegando la IA a un mero detalle contextual."
"12","Ángel Valencia admite encuentro en casa de Chadwick, pero asegura que fue actividad académica","bbcl","https://www.biobiochile.cl/noticias/nacional/chile/2022/12/21/angel-valencia-admite-encuentro-en-casa-de-chadwick-pero-asegura-que-fue-actividad-academica.shtml","Gonzalo Arenas","Academia / Expertos","Director de Escuela de Derecho en la universidad, vinculado a la UDI y al ámbito académico.","neutralidad","La noticia utiliza la mención de 'Inteligencia Artificial' como un elemento secundario dentro de una narrativa centrada en la política y la ética de los nombramientos públicos. La IA se presenta como una cátedra impartida por uno de los candidatos al cargo de fiscal nacional, sirviendo de pretexto para justificar su asistencia a un evento social. El discurso oscila entre la neutralidad respecto a la IA y la tecnofobia implícita en las acusaciones, que buscan deslegitimar el encuentro por sus posibles conexiones políticas. Los marcos interpretativos giran en torno a la transparencia, la influencia política y la integridad en el ejercicio de funciones públicas, relegando la IA a un mero detalle contextual."
"13","U. Autónoma incorpora moderna plataforma de simulación clínica de Stanford University para estudiantes","bbcl","https://www.biobiochile.cl/noticias/ciencia-y-tecnologia/moviles-y-apps/2025/08/08/u-autonoma-incorpora-moderna-plataforma-de-simulacion-clinica-de-stanford-university-para-estudiantes.shtml","Universidad Autónoma de Chile","Academia / Expertos","Incorpora IA para mejorar la formación médica y convertirse en referente.","tecnofilia","La noticia presenta una narrativa predominantemente tecnofílica, enmarcando la Inteligencia Artificial como una herramienta fundamental para la innovación y la mejora de la calidad educativa en el ámbito de la salud. La IA se describe como una plataforma de simulación de alta fidelidad que permite prácticas seguras y razonamiento clínico avanzado. Se enfatizan los beneficios tangibles para la formación de futuros profesionales, posicionando a la Universidad Autónoma como un referente en la integración estratégica de la IA. La colaboración con una institución de prestigio como Stanford University refuerza esta visión positiva, omitiendo posibles riesgos o limitaciones de la tecnología."
"14","U. Autónoma incorpora moderna plataforma de simulación clínica de Stanford University para estudiantes","bbcl","https://www.biobiochile.cl/noticias/ciencia-y-tecnologia/moviles-y-apps/2025/08/08/u-autonoma-incorpora-moderna-plataforma-de-simulacion-clinica-de-stanford-university-para-estudiantes.shtml","Universidad de Stanford","Academia / Expertos","Provee la plataforma de simulación clínica basada en IA.","tecnofilia","La noticia presenta una narrativa predominantemente tecnofílica, enmarcando la Inteligencia Artificial como una herramienta fundamental para la innovación y la mejora de la calidad educativa en el ámbito de la salud. La IA se describe como una plataforma de simulación de alta fidelidad que permite prácticas seguras y razonamiento clínico avanzado. Se enfatizan los beneficios tangibles para la formación de futuros profesionales, posicionando a la Universidad Autónoma como un referente en la integración estratégica de la IA. La colaboración con una institución de prestigio como Stanford University refuerza esta visión positiva, omitiendo posibles riesgos o limitaciones de la tecnología."
"15","U. Autónoma incorpora moderna plataforma de simulación clínica de Stanford University para estudiantes","bbcl","https://www.biobiochile.cl/noticias/ciencia-y-tecnologia/moviles-y-apps/2025/08/08/u-autonoma-incorpora-moderna-plataforma-de-simulacion-clinica-de-stanford-university-para-estudiantes.shtml","Hernán Viguera","Líder Empresarial","Destaca los beneficios de la IA para la innovación y calidad educativa.","tecnofilia","La noticia presenta una narrativa predominantemente tecnofílica, enmarcando la Inteligencia Artificial como una herramienta fundamental para la innovación y la mejora de la calidad educativa en el ámbito de la salud. La IA se describe como una plataforma de simulación de alta fidelidad que permite prácticas seguras y razonamiento clínico avanzado. Se enfatizan los beneficios tangibles para la formación de futuros profesionales, posicionando a la Universidad Autónoma como un referente en la integración estratégica de la IA. La colaboración con una institución de prestigio como Stanford University refuerza esta visión positiva, omitiendo posibles riesgos o limitaciones de la tecnología."
"16","U. Autónoma incorpora moderna plataforma de simulación clínica de Stanford University para estudiantes","bbcl","https://www.biobiochile.cl/noticias/ciencia-y-tecnologia/moviles-y-apps/2025/08/08/u-autonoma-incorpora-moderna-plataforma-de-simulacion-clinica-de-stanford-university-para-estudiantes.shtml","Artificial Intelligence Global Education Network (AIGEN)","Sociedad Civil","Red internacional que promueve buenas prácticas en IA educativa.","tecnofilia","La noticia presenta una narrativa predominantemente tecnofílica, enmarcando la Inteligencia Artificial como una herramienta fundamental para la innovación y la mejora de la calidad educativa en el ámbito de la salud. La IA se describe como una plataforma de simulación de alta fidelidad que permite prácticas seguras y razonamiento clínico avanzado. Se enfatizan los beneficios tangibles para la formación de futuros profesionales, posicionando a la Universidad Autónoma como un referente en la integración estratégica de la IA. La colaboración con una institución de prestigio como Stanford University refuerza esta visión positiva, omitiendo posibles riesgos o limitaciones de la tecnología."
"17","La Bolsa de Nueva York abrió en verde tras anuncio de Trump de nuevas tarifas para el acero y aluminio","bbcl","https://www.biobiochile.cl/noticias/economia/actualidad-economica/2025/02/10/la-bolsa-de-nueva-york-abrio-en-verde-tras-anuncio-de-trump-de-nuevas-tarifas-para-el-acero-y-aluminio.shtml","Donald Trump","Políticos","Actor político que anuncia políticas arancelarias que indirectamente impactan sectores tecnológicos.","neutralidad","La noticia se centra en el impacto de las políticas arancelarias de Donald Trump en los mercados financieros, con la Bolsa de Nueva York abriendo en positivo. La Inteligencia Artificial (IA) aparece tangencialmente mencionada por un analista de JP Morgan, Fabio Bassi, quien la identifica como una fuente de volatilidad futura junto a las fluctuaciones tarifarias.  Aunque se menciona el sector tecnológico como uno de los que más crece y se nombran empresas como Nvidia, la IA en sí misma no es el tema central de la narrativa, sino un factor de incertidumbre macroeconómica dentro de un contexto de política comercial."
"18","La Bolsa de Nueva York abrió en verde tras anuncio de Trump de nuevas tarifas para el acero y aluminio","bbcl","https://www.biobiochile.cl/noticias/economia/actualidad-economica/2025/02/10/la-bolsa-de-nueva-york-abrio-en-verde-tras-anuncio-de-trump-de-nuevas-tarifas-para-el-acero-y-aluminio.shtml","JP Morgan","Finanzas","Entidad financiera que analiza la volatilidad del mercado, mencionando la IA como factor de incertidumbre.","neutralidad","La noticia se centra en el impacto de las políticas arancelarias de Donald Trump en los mercados financieros, con la Bolsa de Nueva York abriendo en positivo. La Inteligencia Artificial (IA) aparece tangencialmente mencionada por un analista de JP Morgan, Fabio Bassi, quien la identifica como una fuente de volatilidad futura junto a las fluctuaciones tarifarias.  Aunque se menciona el sector tecnológico como uno de los que más crece y se nombran empresas como Nvidia, la IA en sí misma no es el tema central de la narrativa, sino un factor de incertidumbre macroeconómica dentro de un contexto de política comercial."
"19","La Bolsa de Nueva York abrió en verde tras anuncio de Trump de nuevas tarifas para el acero y aluminio","bbcl","https://www.biobiochile.cl/noticias/economia/actualidad-economica/2025/02/10/la-bolsa-de-nueva-york-abrio-en-verde-tras-anuncio-de-trump-de-nuevas-tarifas-para-el-acero-y-aluminio.shtml","Nvidia","Empresa Tecnológica","Empresa tecnológica mencionada como una de las que crecen en bolsa.","neutralidad","La noticia se centra en el impacto de las políticas arancelarias de Donald Trump en los mercados financieros, con la Bolsa de Nueva York abriendo en positivo. La Inteligencia Artificial (IA) aparece tangencialmente mencionada por un analista de JP Morgan, Fabio Bassi, quien la identifica como una fuente de volatilidad futura junto a las fluctuaciones tarifarias.  Aunque se menciona el sector tecnológico como uno de los que más crece y se nombran empresas como Nvidia, la IA en sí misma no es el tema central de la narrativa, sino un factor de incertidumbre macroeconómica dentro de un contexto de política comercial."
"20","La Bolsa de Nueva York abrió en verde tras anuncio de Trump de nuevas tarifas para el acero y aluminio","bbcl","https://www.biobiochile.cl/noticias/economia/actualidad-economica/2025/02/10/la-bolsa-de-nueva-york-abrio-en-verde-tras-anuncio-de-trump-de-nuevas-tarifas-para-el-acero-y-aluminio.shtml","U.S. Steel","Empresa No Tecnológica","Empresa del sector del acero beneficiada por las nuevas políticas arancelarias.","neutralidad","La noticia se centra en el impacto de las políticas arancelarias de Donald Trump en los mercados financieros, con la Bolsa de Nueva York abriendo en positivo. La Inteligencia Artificial (IA) aparece tangencialmente mencionada por un analista de JP Morgan, Fabio Bassi, quien la identifica como una fuente de volatilidad futura junto a las fluctuaciones tarifarias.  Aunque se menciona el sector tecnológico como uno de los que más crece y se nombran empresas como Nvidia, la IA en sí misma no es el tema central de la narrativa, sino un factor de incertidumbre macroeconómica dentro de un contexto de política comercial."
"21","La Bolsa de Nueva York abrió en verde tras anuncio de Trump de nuevas tarifas para el acero y aluminio","bbcl","https://www.biobiochile.cl/noticias/economia/actualidad-economica/2025/02/10/la-bolsa-de-nueva-york-abrio-en-verde-tras-anuncio-de-trump-de-nuevas-tarifas-para-el-acero-y-aluminio.shtml","Fabio Bassi","Academia / Expertos","Analista que vincula la incertidumbre de la IA con la volatilidad del mercado.","neutralidad","La noticia se centra en el impacto de las políticas arancelarias de Donald Trump en los mercados financieros, con la Bolsa de Nueva York abriendo en positivo. La Inteligencia Artificial (IA) aparece tangencialmente mencionada por un analista de JP Morgan, Fabio Bassi, quien la identifica como una fuente de volatilidad futura junto a las fluctuaciones tarifarias.  Aunque se menciona el sector tecnológico como uno de los que más crece y se nombran empresas como Nvidia, la IA en sí misma no es el tema central de la narrativa, sino un factor de incertidumbre macroeconómica dentro de un contexto de política comercial."
"22","Inteligencia artificial, aspectos legales para la compra de una propiedad","bbcl","https://www.biobiochile.cl/biobiotv/programas/jardin-de-las-propiedades/2025/03/17/inteligencia-artificial-aspectos-legales-para-la-compra-de-una-propiedad.shtml","José Manuel Cornejo","Líder Empresarial","Promotor de la IA como herramienta para encontrar la casa ideal.","neutralidad","La noticia presenta la Inteligencia Artificial como una herramienta facilitadora en el proceso de búsqueda de propiedades inmobiliarias, destacando sus beneficios prácticos. Sin embargo, la inclusión de una abogada introduce una dimensión de precaución y análisis legal, sugiriendo que la IA, si bien útil, no exime de la necesidad de rigor y consideración de aspectos normativos.  El discurso oscila entre una visión funcional de la IA y la advertencia sobre sus implicaciones prácticas y legales, manteniendo una orientación mayormente neutral."
"23","Inteligencia artificial, aspectos legales para la compra de una propiedad","bbcl","https://www.biobiochile.cl/biobiotv/programas/jardin-de-las-propiedades/2025/03/17/inteligencia-artificial-aspectos-legales-para-la-compra-de-una-propiedad.shtml","Cecilia Ruiz","Academia / Expertos","Advierte sobre aspectos legales y consideraciones al comprar propiedades, sugiriendo un rol cauteloso o de verificación.","neutralidad","La noticia presenta la Inteligencia Artificial como una herramienta facilitadora en el proceso de búsqueda de propiedades inmobiliarias, destacando sus beneficios prácticos. Sin embargo, la inclusión de una abogada introduce una dimensión de precaución y análisis legal, sugiriendo que la IA, si bien útil, no exime de la necesidad de rigor y consideración de aspectos normativos.  El discurso oscila entre una visión funcional de la IA y la advertencia sobre sus implicaciones prácticas y legales, manteniendo una orientación mayormente neutral."
"24","Inteligencia artificial en beneficio del acceso a la salud","bbcl","https://www.biobiochile.cl/noticias/opinion/tu-voz/2023/09/01/inteligencia-artificial-en-beneficio-del-acceso-a-la-salud.shtml","Centro de Excelencia IMPACT","Academia / Expertos","Investigador y desarrollador de aplicaciones de IA en medicina.","tecnofilia","La noticia presenta una narrativa fuertemente tecnofílica, destacando la IA como un motor de 'revolución' y 'enormes oportunidades' en el acceso a la salud. La IA es representada como una herramienta con capacidades avanzadas para la detección temprana de enfermedades y el diagnóstico, prometiendo beneficios tangibles como una atención más oportuna, de calidad y económica. Sin embargo, el discurso también reconoce la necesidad de regulación y la importancia de alinear la IA con valores humanos, aunque este aspecto se presenta como una consideración necesaria más que un riesgo inminente. Los énfasis recaen en los avances de investigación locales y el potencial de democratización del acceso a la salud, omitiendo posibles críticas o desafíos de implementación a gran escala."
"25","Inteligencia artificial en beneficio del acceso a la salud","bbcl","https://www.biobiochile.cl/noticias/opinion/tu-voz/2023/09/01/inteligencia-artificial-en-beneficio-del-acceso-a-la-salud.shtml","Sebastián Illanes","Academia / Expertos","Líder de investigación en IA para la predicción de diabetes gestacional.","tecnofilia","La noticia presenta una narrativa fuertemente tecnofílica, destacando la IA como un motor de 'revolución' y 'enormes oportunidades' en el acceso a la salud. La IA es representada como una herramienta con capacidades avanzadas para la detección temprana de enfermedades y el diagnóstico, prometiendo beneficios tangibles como una atención más oportuna, de calidad y económica. Sin embargo, el discurso también reconoce la necesidad de regulación y la importancia de alinear la IA con valores humanos, aunque este aspecto se presenta como una consideración necesaria más que un riesgo inminente. Los énfasis recaen en los avances de investigación locales y el potencial de democratización del acceso a la salud, omitiendo posibles críticas o desafíos de implementación a gran escala."
"26","Inteligencia artificial en beneficio del acceso a la salud","bbcl","https://www.biobiochile.cl/noticias/opinion/tu-voz/2023/09/01/inteligencia-artificial-en-beneficio-del-acceso-a-la-salud.shtml","Claudio Pérez","Academia / Expertos","Ingeniero coinvestigador en IA para la predicción de diabetes gestacional.","tecnofilia","La noticia presenta una narrativa fuertemente tecnofílica, destacando la IA como un motor de 'revolución' y 'enormes oportunidades' en el acceso a la salud. La IA es representada como una herramienta con capacidades avanzadas para la detección temprana de enfermedades y el diagnóstico, prometiendo beneficios tangibles como una atención más oportuna, de calidad y económica. Sin embargo, el discurso también reconoce la necesidad de regulación y la importancia de alinear la IA con valores humanos, aunque este aspecto se presenta como una consideración necesaria más que un riesgo inminente. Los énfasis recaen en los avances de investigación locales y el potencial de democratización del acceso a la salud, omitiendo posibles críticas o desafíos de implementación a gran escala."
"27","Inteligencia artificial en beneficio del acceso a la salud","bbcl","https://www.biobiochile.cl/noticias/opinion/tu-voz/2023/09/01/inteligencia-artificial-en-beneficio-del-acceso-a-la-salud.shtml","ChatGPT","Empresa Tecnológica","Ejemplo de programa de lenguaje natural con potencial impacto en medicina que requiere regulación.","tecnofilia","La noticia presenta una narrativa fuertemente tecnofílica, destacando la IA como un motor de 'revolución' y 'enormes oportunidades' en el acceso a la salud. La IA es representada como una herramienta con capacidades avanzadas para la detección temprana de enfermedades y el diagnóstico, prometiendo beneficios tangibles como una atención más oportuna, de calidad y económica. Sin embargo, el discurso también reconoce la necesidad de regulación y la importancia de alinear la IA con valores humanos, aunque este aspecto se presenta como una consideración necesaria más que un riesgo inminente. Los énfasis recaen en los avances de investigación locales y el potencial de democratización del acceso a la salud, omitiendo posibles críticas o desafíos de implementación a gran escala."
"28","Cómo evitar que clonen tu voz con apps de Inteligencia Artificial","bbcl","https://www.biobiochile.cl/noticias/ciencia-y-tecnologia/pc-e-internet/2023/05/25/como-evitar-que-clonen-tu-voz-con-apps-de-inteligencia-artificial.shtml","Eleven Labs","Empresa Tecnológica","Desarrollador de tecnología de clonación de voz","tecnofobia","El discurso mediático sobre la IA en esta noticia se centra prominentemente en sus aplicaciones maliciosas, particularmente la suplantación de voz para cometer estafas. La narrativa adopta una orientación marcadamente tecnofóbica, al destacar los peligros y la facilidad con la que la tecnología puede ser utilizada para el fraude, ejemplificado por el caso de Emma Watson y la estafa sufrida por Ruth Card. Se enfatizan las advertencias de expertos y autoridades sobre la necesidad de medidas de seguridad, omitiendo deliberadamente los potenciales beneficios o usos benignos de esta tecnología. El marco interpretativo principal es el de la amenaza a la seguridad individual y la vulnerabilidad ante el avance tecnológico, lo que genera una percepción de riesgo elevado."
"29","Cómo evitar que clonen tu voz con apps de Inteligencia Artificial","bbcl","https://www.biobiochile.cl/noticias/ciencia-y-tecnologia/pc-e-internet/2023/05/25/como-evitar-que-clonen-tu-voz-con-apps-de-inteligencia-artificial.shtml","Hany Farid","Academia / Expertos","Experto en seguridad digital que advierte sobre riesgos","tecnofobia","El discurso mediático sobre la IA en esta noticia se centra prominentemente en sus aplicaciones maliciosas, particularmente la suplantación de voz para cometer estafas. La narrativa adopta una orientación marcadamente tecnofóbica, al destacar los peligros y la facilidad con la que la tecnología puede ser utilizada para el fraude, ejemplificado por el caso de Emma Watson y la estafa sufrida por Ruth Card. Se enfatizan las advertencias de expertos y autoridades sobre la necesidad de medidas de seguridad, omitiendo deliberadamente los potenciales beneficios o usos benignos de esta tecnología. El marco interpretativo principal es el de la amenaza a la seguridad individual y la vulnerabilidad ante el avance tecnológico, lo que genera una percepción de riesgo elevado."
"30","Cómo evitar que clonen tu voz con apps de Inteligencia Artificial","bbcl","https://www.biobiochile.cl/noticias/ciencia-y-tecnologia/pc-e-internet/2023/05/25/como-evitar-que-clonen-tu-voz-con-apps-de-inteligencia-artificial.shtml","Policía de Investigaciones (PDI)","Sector Público","Autoridad que confirma la falta de denuncias locales y ofrece recomendaciones","tecnofobia","El discurso mediático sobre la IA en esta noticia se centra prominentemente en sus aplicaciones maliciosas, particularmente la suplantación de voz para cometer estafas. La narrativa adopta una orientación marcadamente tecnofóbica, al destacar los peligros y la facilidad con la que la tecnología puede ser utilizada para el fraude, ejemplificado por el caso de Emma Watson y la estafa sufrida por Ruth Card. Se enfatizan las advertencias de expertos y autoridades sobre la necesidad de medidas de seguridad, omitiendo deliberadamente los potenciales beneficios o usos benignos de esta tecnología. El marco interpretativo principal es el de la amenaza a la seguridad individual y la vulnerabilidad ante el avance tecnológico, lo que genera una percepción de riesgo elevado."
"31","Cómo evitar que clonen tu voz con apps de Inteligencia Artificial","bbcl","https://www.biobiochile.cl/noticias/ciencia-y-tecnologia/pc-e-internet/2023/05/25/como-evitar-que-clonen-tu-voz-con-apps-de-inteligencia-artificial.shtml","Julio Vargas","Sector Público","Subcomisario que vincula la IA con el aumento de delitos informáticos","tecnofobia","El discurso mediático sobre la IA en esta noticia se centra prominentemente en sus aplicaciones maliciosas, particularmente la suplantación de voz para cometer estafas. La narrativa adopta una orientación marcadamente tecnofóbica, al destacar los peligros y la facilidad con la que la tecnología puede ser utilizada para el fraude, ejemplificado por el caso de Emma Watson y la estafa sufrida por Ruth Card. Se enfatizan las advertencias de expertos y autoridades sobre la necesidad de medidas de seguridad, omitiendo deliberadamente los potenciales beneficios o usos benignos de esta tecnología. El marco interpretativo principal es el de la amenaza a la seguridad individual y la vulnerabilidad ante el avance tecnológico, lo que genera una percepción de riesgo elevado."
